STATION,NAME,DATE,PRCP,SNOW,SNWD
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/24/15,0.16,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/25/15,0.16,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/26/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/27/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/28/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/29/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/30/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/01/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/02/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/03/15,0.42,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/04/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/05/15,0.95,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/06/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/07/15,0.04,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/08/15,0.75,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/09/15,0.29,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/10/15,0.14,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/11/15,0.22,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/12/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/13/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/14/15,0.24,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/15/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/16/15,0.03,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/17/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/18/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/19/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/20/15,0.04,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/21/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/22/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/23/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/24/15,0.36,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/25/15,0.07,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/26/15,0.5,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/27/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/28/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/29/15,0.2,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/30/15,0.41,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/31/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/01/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/02/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/03/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/04/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/05/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/06/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/07/15,0.36,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/08/15,0.04,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/09/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/10/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/11/15,0.27,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/12/15,0.13,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/13/15,0.4,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/14/15,0.6,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/15/15,2.56,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/16/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/17/15,0.14,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/18/15,0.27,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/19/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/20/15,0.31,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/21/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/22/15,0.09,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/23/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/24/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/25/15,1.01,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/26/15,0.13,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/27/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/28/15,0.02,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/29/15,0.62,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/30/15,0.17,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/01/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/02/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/03/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/04/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/05/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/06/15,0.49,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/07/15,0.27,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/08/15,0.07,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/09/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/10/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/11/15,0.03,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/12/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/13/15,0.42,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/14/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/15/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/16/15,0.97,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/17/15,0.06,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/18/15,0.54,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/19/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/20/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/21/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/22/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/23/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/24/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/25/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/26/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/27/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/28/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/29/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/30/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/31/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/01/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/02/15,0.53,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/03/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/04/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/05/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/06/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/07/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/08/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/09/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/10/15,0.02,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/11/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/12/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/13/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/14/15,0.21,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/15/15,0.14,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/16/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/17/15,0.12,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/18/15,0.4,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/19/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/20/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/21/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/22/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/23/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/24/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/25/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/26/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/27/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/28/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/29/15,0.74,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/30/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/31/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/01/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/02/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/03/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/04/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/05/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/06/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/07/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/08/15,1.04,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/09/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/10/15,0.21,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/11/15,0.17,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/12/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/13/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/14/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/15/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/16/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/17/15,0.36,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/18/15,2.41,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/19/15,0.05,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/20/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/21/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/22/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/23/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/24/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/25/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/26/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/27/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/28/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/29/15,0.4,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/30/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/01/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/02/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/03/15,0.01,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/04/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/05/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/06/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/07/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/08/15,0.05,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/09/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/10/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/11/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/12/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/13/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/14/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/15/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/16/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/17/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/18/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/19/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/20/15,0.11,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/21/15,0.01,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/22/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/23/15,0.16,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/24/15,0.3,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/25/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/26/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/27/15,0.49,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/28/15,0.33,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/29/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/30/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/31/15,0.77,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/01/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/02/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/03/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/04/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/05/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/06/15,0.16,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/07/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/08/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/09/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/10/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/11/15,0.42,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/12/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/13/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/14/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/15/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/16/15,0.12,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/17/15,0.63,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/18/15,0.2,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/19/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/20/15,0.28,4.2,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/21/15,1.16,7,5
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/22/15,0,0,7
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/23/15,0,0,7
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/24/15,0,0,5
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/25/15,0,0,4
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/26/15,0.42,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/27/15,0.84,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/28/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/29/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/30/15,0.26,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/01/15,0.18,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/02/15,0.21,1.3,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/03/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/04/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/05/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/06/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/07/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/08/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/09/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/10/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/11/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/12/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/13/15,0.85,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/14/15,0.39,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/15/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/16/15,0.12,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/17/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/18/15,0,0.2,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/19/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/20/15,0.03,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/21/15,0.67,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/22/15,0.02,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/23/15,0.49,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/24/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/25/15,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/26/15,0.21,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/27/15,0.14,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/28/15,1.47,1.9,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/29/15,0,0,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/30/15,0.09,1.1,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/31/15,0,0,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/01/16,0,0,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/02/16,0,0,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/03/16,0,0,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/04/16,0,0,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/05/16,0,0,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/06/16,0,0,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/07/16,0.01,0,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/08/16,0.19,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/09/16,0.27,1.7,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/10/16,0,0,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/11/16,0.11,3.1,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/12/16,0.01,0.1,3
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/13/16,0,0.1,3
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/14/16,0,0,2
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/15/16,0.01,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/16/16,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/17/16,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/18/16,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/19/16,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/20/16,0.05,0.9,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/21/16,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/22/16,0.02,0.4,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/23/16,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/24/16,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/25/16,0.13,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/26/16,0.02,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/27/16,0,0,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/28/16,0,0,0
